study_hours,sleep_hours,screen_time_hours,workout_done,mood_score,deep_work_sessions,streak_days,goal_difficulty,task_completion_rate,stress_level,breaks_taken,weekend_recovery_score,consistency_label,burnout_label,growth_score
2.0,8.7,5.4,0,3,1,23,1,0.6,10,0,8,0,1,57
2.1,4.5,4.0,0,1,4,15,4,0.54,4,1,5,0,0,66
1.0,5.2,8.2,1,9,5,4,5,0.71,2,4,5,0,0,41
2.8,6.4,1.3,1,9,5,12,5,0.31,10,3,8,0,1,74
1.5,5.6,4.1,1,3,2,14,4,0.81,6,2,7,0,1,53
0.9,4.6,2.7,1,4,3,28,4,0.3,7,3,7,0,1,67
5.8,4.2,8.6,1,6,5,14,5,0.55,8,4,7,0,2,91
2.7,8.6,5.3,0,10,1,8,5,0.62,5,3,8,1,0,41
0.8,4.0,6.0,1,10,2,27,4,0.11,4,0,9,0,0,49
5.6,6.9,1.8,1,1,0,8,4,0.89,10,2,3,0,1,71
2.1,9.0,2.3,1,5,0,8,2,0.73,10,2,10,0,1,38
0.3,7.5,1.2,1,6,3,21,4,0.62,8,0,8,0,1,61
4.4,7.6,8.8,1,1,1,14,5,0.97,8,4,10,0,1,63
3.7,7.5,6.4,0,7,4,29,4,0.87,2,1,4,1,0,100
5.6,6.6,3.9,0,4,1,7,5,0.63,9,4,1,0,1,66
0.2,4.9,1.8,1,6,5,21,5,0.58,8,0,8,0,2,71
2.7,6.5,5.9,0,3,4,13,5,0.63,4,1,2,1,0,65
4.9,6.1,4.9,0,10,5,26,3,0.54,9,2,7,0,1,100
4.8,5.0,8.0,0,9,3,16,1,0.37,4,2,1,0,0,71
5.8,4.5,4.0,0,4,2,28,1,0.7,5,0,2,0,0,100
5.4,5.9,4.0,0,5,5,25,5,0.33,5,0,4,0,0,100
0.2,7.3,8.1,0,1,1,11,2,0.95,5,5,10,1,0,26
0.7,5.2,8.4,1,6,0,7,2,0.81,3,2,10,0,0,15
1.3,4.3,4.5,0,4,5,14,1,0.45,8,5,4,0,2,61
1.8,6.3,2.4,0,8,3,7,2,0.58,3,2,5,0,0,49
3.0,8.2,2.1,0,5,2,7,1,0.47,5,0,3,0,0,51
2.4,8.2,6.9,0,6,2,18,1,0.61,3,5,2,1,0,56
0.0,5.0,5.6,0,5,2,3,4,0.37,1,0,7,0,0,12
5.3,7.5,6.1,1,5,5,20,2,0.92,6,4,1,1,1,100
0.1,8.3,1.8,1,5,4,13,3,0.31,9,2,5,0,1,46
4.7,6.8,9.7,1,10,5,12,5,0.76,9,0,4,0,1,81
1.7,8.7,1.9,1,3,5,28,4,0.92,3,4,6,1,0,100
5.5,4.2,3.6,1,6,2,24,5,0.49,5,5,6,0,0,94
1.2,7.4,7.7,0,9,2,15,1,0.76,2,5,9,1,0,43
2.3,4.3,4.3,0,6,1,11,3,0.15,8,0,2,0,2,35
4.9,6.3,9.4,1,8,1,13,3,0.77,8,5,8,0,1,61
3.0,6.0,4.2,0,4,3,12,4,0.29,2,3,4,0,0,57
4.3,4.8,7.3,1,5,3,27,3,0.71,7,0,5,0,1,92
0.7,8.7,8.4,1,9,2,25,2,0.58,5,4,10,0,0,49
0.8,4.3,7.9,0,10,3,5,5,0.57,3,0,7,0,0,27
4.0,7.4,6.0,0,6,2,5,5,0.89,10,0,10,0,1,57
3.3,5.6,1.2,1,7,0,7,1,0.62,8,1,7,0,2,46
5.5,8.7,4.6,0,3,1,10,5,0.4,8,2,9,0,1,63
2.9,7.0,1.3,1,2,1,16,4,0.9,6,4,1,1,1,68
2.6,8.7,3.1,0,3,4,9,1,0.83,2,3,8,1,0,68
4.0,5.6,3.1,0,7,3,16,5,1.0,10,1,10,0,2,87
0.1,7.5,6.8,1,3,2,18,5,0.84,2,1,7,1,0,42
5.4,7.5,1.2,0,9,0,12,5,0.94,8,2,10,0,1,77
3.5,7.4,2.5,1,2,0,10,3,0.91,7,0,9,0,1,56
1.2,8.8,1.6,1,4,2,3,3,0.34,10,0,1,0,1,29
5.0,5.3,6.3,0,4,0,11,3,0.62,2,1,1,0,0,56
2.4,6.1,7.5,1,1,0,15,2,0.31,2,3,8,0,0,32
5.7,5.8,5.2,1,5,0,1,2,0.87,8,2,10,0,2,54
2.2,5.2,2.2,1,7,0,5,1,0.49,8,0,4,0,2,30
4.9,4.1,8.1,0,3,0,24,3,0.82,10,4,2,0,2,75
1.8,4.0,1.7,1,7,1,19,1,0.65,1,0,7,0,0,58
1.0,6.3,3.7,1,6,2,0,4,0.72,4,5,10,1,0,27
1.8,7.1,3.6,1,8,0,13,5,0.61,6,5,2,1,1,38
2.7,5.1,6.2,1,8,2,6,2,0.25,10,1,9,0,2,35
2.3,7.6,4.4,1,1,2,3,4,0.12,7,4,7,0,1,28
5.9,6.8,3.0,0,10,5,13,5,0.98,5,2,3,1,0,100
2.7,8.7,4.1,0,5,4,16,3,0.36,3,2,2,0,0,68
3.2,4.9,1.1,1,9,5,8,3,0.12,3,5,4,0,0,67
4.7,5.6,3.9,1,8,0,23,4,0.31,8,1,7,0,2,70
4.5,6.5,7.8,0,10,4,12,5,0.31,8,1,9,0,1,68
3.7,7.4,6.4,0,9,1,22,3,0.58,1,1,7,0,0,67
4.8,6.4,6.5,0,4,5,3,5,0.3,6,5,9,0,1,65
5.6,5.3,5.7,0,6,5,19,2,0.56,3,5,6,0,0,100
2.3,4.9,6.2,0,1,0,24,1,0.15,7,4,3,0,1,45
0.0,6.4,4.3,0,3,5,1,3,0.46,2,0,1,0,0,32
1.6,8.4,2.0,1,9,1,18,2,0.28,8,5,1,0,1,47
3.4,7.3,2.4,0,2,1,28,4,0.39,4,5,2,0,0,78
2.1,4.4,4.9,1,8,1,29,4,0.4,3,0,6,0,0,64
5.2,4.9,9.5,1,2,1,16,1,0.55,8,3,3,0,2,63
4.3,5.6,4.1,0,1,0,21,5,0.99,9,5,1,0,2,77
5.4,4.6,1.8,0,10,2,24,5,0.32,7,4,10,0,1,94
2.7,7.6,1.8,1,10,1,24,2,0.76,4,5,6,1,0,75
5.1,7.2,6.1,0,4,4,24,1,0.49,10,3,6,0,1,98
1.6,7.7,6.3,0,8,4,29,2,0.69,1,1,5,1,0,81
1.8,8.1,9.5,1,4,0,23,3,0.12,8,1,9,0,1,32
3.2,4.5,4.3,1,5,1,18,5,0.45,1,2,5,0,0,58
4.4,6.4,5.0,1,2,0,13,3,0.75,4,5,5,1,0,59
1.3,8.1,1.3,1,3,1,3,4,0.23,5,1,9,0,0,22
0.1,8.8,1.6,1,8,1,8,5,0.29,6,0,7,0,1,21
4.2,6.4,1.4,0,4,0,28,2,0.34,7,2,5,0,1,79
1.8,8.0,5.6,0,6,4,22,4,0.22,7,3,7,0,1,64
5.7,4.6,8.9,1,3,4,12,5,0.33,8,3,3,0,2,76
2.1,5.0,5.7,1,7,2,30,4,0.68,2,2,4,0,0,76
1.2,7.4,2.6,1,3,3,17,5,0.82,5,4,8,1,0,64
4.7,6.2,1.1,1,1,1,13,1,0.15,1,4,7,0,0,63
5.2,8.7,7.5,1,3,0,13,5,0.22,5,1,5,0,0,50
2.9,6.1,5.8,1,3,5,1,4,0.2,8,1,9,0,1,47
2.9,8.8,5.7,1,8,5,28,2,0.39,1,0,7,0,0,91
5.9,4.5,3.1,1,7,0,7,1,0.49,9,2,10,0,2,61
1.7,4.8,3.8,1,2,4,25,2,0.71,9,3,2,0,2,81
0.7,8.7,2.3,1,1,5,15,2,0.58,1,1,6,0,0,65
3.4,7.5,8.1,1,3,0,13,4,0.98,4,1,3,1,0,50
1.2,5.8,5.6,0,8,1,18,5,0.13,9,4,8,0,2,34
5.8,5.8,5.0,0,2,0,9,3,0.68,3,5,1,0,0,63
4.5,8.7,5.3,0,3,5,9,4,0.33,7,4,2,0,1,75
1.8,6.3,6.4,1,9,3,9,3,0.56,6,1,3,0,1,44
4.1,7.0,6.6,1,5,0,3,5,1.0,6,0,10,1,1,44
2.1,7.8,6.4,1,9,1,2,3,0.45,4,2,10,0,0,21
3.6,4.9,4.1,1,7,2,24,5,0.17,1,0,4,0,0,72
2.6,4.9,3.7,1,9,4,6,2,0.57,4,3,6,0,0,57
2.9,4.8,2.5,1,4,4,10,3,0.56,3,3,6,0,0,68
1.2,7.3,5.8,1,8,4,2,4,0.97,6,5,5,1,1,44
1.9,6.4,8.4,1,5,5,21,2,0.2,10,1,1,0,1,63
0.7,7.6,5.2,1,8,3,4,1,0.59,9,0,1,0,1,31
5.6,7.7,4.2,0,4,3,9,5,0.73,8,3,10,0,1,82
5.4,4.8,5.7,1,6,0,12,3,1.0,9,4,4,0,2,69
0.1,4.7,7.7,0,2,3,9,1,0.83,3,1,4,0,0,33
4.9,6.8,4.0,1,2,4,21,3,0.39,6,1,10,0,1,94
4.5,5.5,6.2,1,9,0,27,5,0.2,9,5,6,0,2,68
3.3,8.2,5.8,0,9,0,7,3,0.74,9,5,8,0,1,40
4.0,7.7,5.4,1,7,1,9,5,0.32,9,2,8,0,1,47
3.4,5.5,9.6,0,3,1,5,1,0.25,3,0,5,0,0,26
0.1,5.4,6.6,1,6,3,1,2,0.43,1,2,3,0,0,15
0.9,6.4,9.7,1,5,1,28,5,0.71,4,0,7,1,0,50
1.1,4.4,5.2,0,1,0,14,5,0.23,8,3,9,0,2,24
3.8,5.3,7.1,1,3,2,17,3,0.64,7,1,1,0,1,66
1.2,7.1,5.3,1,1,1,22,4,0.5,1,0,1,0,0,48
2.9,5.6,8.4,1,5,3,18,5,0.21,4,3,6,0,0,55
3.8,8.0,9.2,0,5,4,28,2,0.23,4,2,5,0,0,82
3.2,8.9,2.8,1,9,1,5,4,0.63,9,4,8,0,1,46
0.2,6.6,5.3,0,3,0,16,5,0.56,8,2,1,0,1,26
5.4,5.7,4.6,1,4,0,0,5,0.44,1,2,9,0,0,42
1.9,6.5,6.6,1,1,1,3,2,0.52,2,1,1,0,0,22
1.1,5.9,3.4,0,2,4,26,4,0.88,5,3,3,0,0,82
5.9,7.5,4.8,0,5,1,25,3,0.92,1,3,1,1,0,99
1.1,6.8,7.8,0,1,5,10,4,0.11,7,4,1,0,1,40
5.8,6.9,9.8,1,2,0,27,5,0.5,1,4,8,0,0,77
3.3,4.1,4.6,0,3,2,21,4,0.59,5,5,6,0,0,72
1.6,6.4,9.5,0,1,2,12,4,0.54,4,5,10,0,0,34
0.9,7.6,2.6,1,3,4,0,1,0.5,4,2,9,0,0,36
2.4,6.9,6.7,0,8,5,14,5,0.98,10,0,7,0,1,76
0.0,5.3,6.4,1,4,1,30,1,0.67,10,5,8,0,2,51
4.4,8.0,7.4,0,6,5,6,3,0.78,3,5,8,1,0,75
3.1,6.0,4.4,0,3,0,30,4,0.23,8,1,7,0,1,65
1.9,4.9,7.1,1,2,2,28,2,0.11,8,4,7,0,2,57
4.1,8.5,7.2,1,3,0,13,5,0.24,8,1,8,0,1,42
3.7,4.3,6.1,0,5,1,24,4,0.42,3,1,10,0,0,67
5.1,8.6,7.8,0,5,1,9,1,0.94,10,4,8,0,1,63
0.9,5.4,6.0,1,9,4,1,5,0.42,4,1,9,0,0,29
0.4,8.8,3.4,0,6,0,6,1,0.81,6,1,1,1,1,21
0.5,6.9,7.0,0,2,1,22,1,0.52,8,5,6,0,1,39
3.0,4.6,5.8,1,4,2,13,1,0.91,9,5,9,0,2,62
0.1,4.6,2.8,1,8,3,6,4,0.58,7,4,10,0,1,33
2.8,7.7,4.9,1,4,3,1,4,0.22,1,2,2,0,0,36
3.7,8.6,1.2,1,5,3,24,3,0.35,8,3,3,0,1,88
0.5,6.1,3.2,0,4,2,5,2,0.86,8,4,5,0,1,34
1.0,6.7,7.0,1,8,0,15,3,0.96,10,2,4,0,1,35
3.7,8.4,1.8,0,1,3,18,4,0.3,7,0,7,0,1,77
5.7,4.3,6.5,1,1,2,5,5,0.71,3,5,10,0,0,66
2.6,6.1,3.2,0,6,3,16,3,0.39,3,3,2,0,0,64
4.7,7.9,3.4,0,4,4,19,2,0.52,6,2,2,0,1,93
3.0,7.6,9.0,0,1,4,1,4,0.5,3,5,6,0,0,41
5.0,4.6,9.5,0,2,3,28,1,0.34,4,2,4,0,0,87
2.9,5.6,8.7,1,5,1,19,4,0.19,2,3,1,0,0,44
3.5,4.6,9.8,1,3,0,20,2,0.64,8,4,6,0,2,51
1.8,4.8,5.7,0,8,0,4,1,0.71,6,5,8,0,1,23
1.4,8.2,7.3,1,3,0,10,5,0.17,1,1,3,0,0,15
2.2,6.8,1.9,1,7,2,7,5,0.68,2,1,4,1,0,49
3.5,4.5,7.4,0,2,0,12,2,0.3,7,4,4,0,1,37
2.2,8.2,8.4,0,5,1,30,3,0.32,6,1,4,0,1,58
0.9,6.0,9.1,1,5,5,4,4,0.38,7,4,1,0,1,32
2.1,7.0,1.0,0,2,5,28,2,0.33,1,0,2,0,0,93
3.2,7.6,1.2,1,4,5,24,1,0.45,7,1,10,0,1,98
4.5,7.8,9.8,0,1,2,8,2,0.58,6,1,5,0,1,51
0.2,8.5,2.8,1,10,2,16,1,0.73,4,4,5,1,0,46
0.0,5.2,1.6,1,10,1,1,1,0.76,3,4,9,0,0,19
1.2,5.5,1.0,0,9,0,13,2,0.15,1,2,3,0,0,30
3.5,8.8,6.7,0,5,1,25,5,0.82,8,3,7,0,1,74
5.9,6.5,8.7,1,2,5,13,2,0.29,5,1,6,0,0,85
4.0,6.5,8.0,1,6,0,11,4,0.41,2,5,5,0,0,40
4.9,7.9,8.5,0,5,5,16,5,0.94,3,2,4,1,0,95
3.3,7.3,7.1,0,3,3,3,3,0.88,6,0,8,1,1,52
5.9,5.7,4.4,1,4,1,22,1,0.71,8,2,10,0,2,91
0.3,4.2,8.1,0,4,4,10,3,0.2,6,4,1,0,1,29
4.9,7.6,8.4,1,5,1,19,4,0.79,1,0,2,1,0,72
1.9,5.1,3.7,1,1,2,2,5,0.15,8,1,8,0,2,25
5.2,7.5,4.4,1,6,2,5,4,0.7,1,4,6,1,0,66
0.6,6.1,8.3,1,7,2,6,4,0.9,3,1,2,1,0,27
5.4,6.8,9.5,0,1,3,16,4,0.98,6,2,10,1,1,85
1.5,6.6,7.1,0,5,1,30,5,0.46,2,2,7,0,0,58
2.0,8.0,8.4,1,8,1,12,4,0.64,1,5,3,1,0,36
1.9,7.6,2.7,0,4,1,10,3,0.3,7,5,2,0,1,36
5.0,8.4,8.1,0,7,3,15,5,0.52,10,1,6,0,1,74
0.3,5.1,8.3,1,4,4,28,3,0.85,2,3,5,0,0,68
4.6,8.9,3.6,0,4,4,22,1,0.75,10,0,10,0,1,100
3.0,7.0,3.4,1,5,5,28,4,0.7,5,5,6,1,0,100
3.0,6.4,9.5,1,10,5,4,5,0.77,9,1,7,0,1,56
0.7,4.7,1.9,1,10,5,13,3,0.49,4,0,10,0,0,61
5.3,8.6,7.1,0,4,2,26,4,0.16,9,4,1,0,1,82
5.4,5.8,1.7,0,4,1,16,3,0.55,2,3,8,0,0,80
1.5,5.7,4.5,0,7,5,0,5,0.9,5,3,2,0,0,51
2.1,8.6,6.9,1,5,3,22,3,0.82,2,4,7,1,0,70
5.2,4.0,8.1,1,1,4,6,1,0.68,8,5,4,0,2,71
4.4,6.1,3.1,1,3,3,19,4,0.65,9,3,2,0,1,88
2.5,6.7,7.7,0,7,3,9,4,0.18,8,5,7,0,1,39
0.0,7.6,3.5,0,4,2,11,1,0.3,9,4,6,0,1,27
0.6,6.0,2.4,1,9,5,21,3,0.98,4,1,2,0,0,81
1.6,7.5,5.3,1,8,5,15,5,0.96,4,4,10,1,0,73
1.4,5.0,1.2,1,10,2,0,3,0.77,10,3,10,0,2,36
3.4,5.7,9.6,0,10,4,25,1,0.58,5,5,1,0,0,81
0.9,8.1,4.4,1,8,2,10,4,0.92,5,3,10,1,0,43
0.5,9.0,5.8,1,8,2,8,2,0.13,10,5,2,0,1,19
4.1,5.9,5.1,1,6,4,0,4,0.79,10,2,1,0,2,62
3.9,6.3,1.8,1,5,5,23,3,0.91,3,3,2,1,0,100
3.6,7.2,4.2,0,8,0,20,4,0.99,6,1,2,1,1,70
0.4,7.5,1.8,0,1,2,24,3,0.46,8,3,10,0,1,56
5.6,4.5,2.8,0,5,5,19,3,0.47,8,2,10,0,2,100
2.7,8.9,2.7,1,10,5,9,4,0.36,4,2,7,0,0,66
4.5,4.1,1.5,0,8,5,20,2,0.17,2,1,9,0,0,96
2.3,8.1,3.9,0,6,0,12,3,0.29,5,2,9,0,0,34
3.6,7.5,8.5,0,2,4,28,2,0.95,7,0,8,0,1,96
0.8,9.0,4.0,1,2,0,22,1,0.71,5,4,8,1,0,45
1.8,6.2,2.3,1,10,0,6,2,0.54,2,0,2,0,0,29
1.4,4.5,7.3,0,8,1,16,4,0.22,6,0,1,0,1,31
4.3,4.6,3.9,1,9,0,30,4,0.7,10,0,2,0,2,85
4.4,5.0,8.4,0,7,1,19,3,0.47,3,1,6,0,0,62
3.5,7.8,7.7,0,9,4,8,3,0.46,5,4,7,0,0,57
0.8,7.8,9.6,1,8,3,21,2,0.77,3,0,4,1,0,52
2.2,7.8,6.7,1,3,3,11,2,0.5,3,5,4,0,0,48
0.8,6.3,6.9,0,5,5,30,5,0.84,9,0,9,0,1,84
2.5,8.1,6.4,0,8,5,1,5,0.13,7,3,4,0,1,41
4.6,7.4,8.8,1,7,1,12,2,0.47,7,4,5,0,1,52
1.4,7.4,2.6,0,8,2,5,5,0.51,6,5,4,0,1,35
4.2,5.2,5.7,0,6,5,8,5,0.41,1,5,3,0,0,72
0.8,8.6,1.4,1,3,3,7,2,0.13,10,5,5,0,1,34
4.1,6.3,4.9,1,8,1,30,2,0.4,1,1,6,0,0,82
0.3,7.2,4.3,1,1,3,25,4,0.27,2,5,5,0,0,54
1.9,4.7,1.6,1,3,2,0,5,0.44,8,2,9,0,2,32
3.5,8.4,2.7,1,4,1,30,3,0.25,1,2,7,0,0,78
3.9,7.6,2.4,0,7,2,27,3,0.48,6,2,1,0,1,88
4.0,8.2,8.6,1,8,1,28,1,0.17,3,2,8,0,0,66
5.0,6.7,1.2,1,9,5,24,1,0.79,5,0,10,1,0,100
4.6,8.5,8.6,1,8,1,5,3,0.66,3,5,4,1,0,46
0.4,7.4,7.8,1,9,5,22,1,0.92,4,0,4,1,0,69
2.8,5.1,4.7,1,7,3,3,4,0.82,8,0,3,0,2,51
0.3,4.6,5.5,0,9,1,10,2,0.26,7,1,10,0,1,17
5.6,6.7,6.7,1,2,2,1,4,0.81,6,2,4,1,1,61
1.7,7.1,8.6,1,1,5,21,5,0.53,7,4,4,0,1,68
2.4,5.2,1.3,0,8,3,2,2,0.99,5,5,1,0,0,57
2.4,5.9,7.4,1,7,4,30,4,0.98,9,2,5,0,2,93
2.5,7.4,4.6,0,9,4,3,2,0.61,9,1,7,0,1,51
2.6,8.1,2.7,1,9,2,0,1,0.43,5,3,9,0,0,36
4.3,4.9,1.8,1,5,2,28,2,0.9,2,2,6,0,0,100
3.0,8.2,8.6,1,1,3,13,5,0.62,9,5,9,0,1,56
4.2,7.2,8.2,1,8,5,11,3,0.8,9,2,5,0,1,79
0.9,5.9,6.1,1,2,4,6,1,0.36,6,0,7,0,1,35
2.8,7.0,2.3,0,7,4,14,4,0.98,3,4,5,1,0,82
0.7,8.6,3.5,0,9,1,3,3,0.31,5,0,2,0,0,15
0.4,7.8,8.9,1,8,3,1,4,0.75,4,1,4,1,0,19
4.1,7.2,6.4,0,2,1,17,4,0.93,8,4,1,0,1,70
4.1,8.7,1.2,0,3,2,6,4,0.42,10,1,6,0,1,59
0.9,5.1,1.9,0,8,2,0,4,0.27,4,2,4,0,0,20
5.4,4.5,9.8,1,8,2,26,5,0.82,6,5,9,0,1,91
5.3,7.7,3.8,0,2,2,4,2,0.86,1,1,7,1,0,70
0.9,5.1,1.5,0,4,1,18,3,0.87,7,0,9,0,1,54
2.7,5.1,2.3,1,4,3,29,3,0.58,1,1,6,0,0,90
4.8,7.7,8.0,1,6,4,14,4,0.78,2,0,10,1,0,83
4.2,5.4,6.3,1,5,2,7,1,0.86,5,0,6,0,0,60
4.2,7.4,7.2,1,9,4,1,5,0.49,6,1,10,0,1,54
3.1,7.2,5.0,1,3,3,5,5,0.39,2,2,4,0,0,48
4.2,8.2,3.4,0,8,2,4,5,0.55,6,0,2,0,1,55
1.8,8.0,6.2,0,10,2,3,1,0.37,3,0,6,0,0,25
2.9,5.8,2.7,0,9,3,8,1,0.82,6,0,7,0,1,64
2.4,6.0,8.4,1,6,4,0,3,0.99,7,1,6,0,1,46
3.6,4.2,4.9,1,1,1,7,2,0.71,3,4,7,0,0,49
4.7,8.8,1.3,0,1,1,16,2,0.96,10,1,9,0,1,84
3.0,8.5,1.7,1,1,5,11,1,0.72,10,1,9,0,1,81
2.6,7.8,2.5,0,4,4,29,1,0.4,4,2,5,0,0,91
5.3,7.6,10.0,0,1,2,19,5,0.15,10,4,2,0,1,65
0.3,6.3,5.6,1,3,1,2,4,0.5,2,0,10,0,0,10
2.1,8.6,4.4,0,3,1,17,4,0.16,6,1,6,0,1,42
2.4,4.8,1.2,0,2,4,29,2,0.8,5,0,6,0,0,100
1.9,8.6,2.7,0,4,3,18,1,0.77,1,0,9,1,0,70
5.2,7.6,6.1,0,10,1,27,2,0.67,8,0,3,0,1,89
3.8,4.5,9.8,0,3,3,12,1,0.1,6,0,1,0,1,48
0.2,6.7,8.8,0,3,0,7,3,0.45,9,4,7,0,1,3
3.9,4.7,6.4,1,1,5,29,1,0.17,1,5,10,0,0,95
4.0,7.3,8.4,1,6,1,24,4,0.25,9,3,10,0,1,62
1.9,6.2,6.4,1,4,4,7,2,0.19,4,1,10,0,0,40
0.2,8.6,7.6,0,3,4,26,2,0.74,7,5,6,0,1,64
1.5,5.8,8.3,1,4,2,3,3,0.74,8,2,5,0,2,26
2.6,7.5,8.6,0,4,2,19,1,0.38,4,5,10,0,0,51
5.3,5.4,4.0,1,8,0,9,2,0.96,4,3,8,0,0,67
4.7,8.0,5.6,0,8,5,30,4,0.77,3,1,10,1,0,100
4.4,8.6,7.4,0,6,4,26,4,0.34,9,3,2,0,1,90
5.7,7.7,3.6,1,8,4,27,3,0.93,10,1,10,0,1,100
1.3,6.1,5.0,1,4,2,18,5,0.74,9,0,2,0,1,54
0.2,6.4,5.2,0,9,4,8,3,0.23,10,4,1,0,1,31
0.4,7.6,3.4,1,6,4,1,5,0.2,5,3,7,0,0,25
1.0,8.5,8.0,1,9,4,26,3,0.32,7,4,1,0,1,61
0.3,7.4,6.4,0,4,5,8,2,0.59,2,2,3,0,0,43
3.4,8.3,2.6,0,6,0,3,2,0.4,2,1,2,0,0,34
2.5,7.2,3.3,0,3,1,1,1,0.78,6,3,2,1,1,36
1.7,8.5,5.4,0,4,2,5,1,0.2,7,4,1,0,1,26
3.1,7.8,9.9,1,8,3,3,4,0.97,1,5,2,1,0,46
1.7,7.2,3.9,1,2,4,27,1,0.25,6,0,10,0,1,75
0.8,5.7,7.1,1,9,2,0,2,0.14,7,2,7,0,1,7
5.6,6.4,4.7,1,8,4,24,1,0.11,3,2,8,0,0,97
3.7,4.5,6.5,0,7,1,25,3,0.67,4,3,8,0,0,73
1.8,7.1,1.3,0,9,3,27,5,0.7,6,1,2,1,1,84
2.2,6.3,4.0,0,3,2,1,4,0.67,3,0,6,1,0,36
4.1,5.8,2.4,1,10,3,14,2,0.4,8,0,7,0,2,75
1.1,6.9,9.8,0,6,5,26,1,0.95,5,5,8,1,0,77
3.3,7.8,4.5,0,8,3,17,2,0.76,9,2,4,0,1,76
5.1,5.3,4.1,0,10,4,18,4,0.2,9,2,7,0,2,87
0.5,5.6,3.3,0,5,3,9,4,0.3,8,5,1,0,2,34
3.6,6.2,7.0,0,10,0,14,4,0.44,5,5,4,0,0,44
0.6,8.9,3.2,0,5,5,0,3,0.98,2,5,8,1,0,48
1.3,6.7,4.8,0,10,4,12,2,0.67,1,3,6,1,0,56
2.7,8.5,5.1,0,1,5,8,5,0.92,8,3,7,0,1,71
5.5,7.5,3.9,1,2,1,9,5,0.58,6,2,1,0,1,67
1.7,7.5,4.7,0,7,4,20,3,0.99,4,5,10,1,0,77
3.6,5.8,3.9,1,9,5,10,5,0.79,9,4,6,0,2,81
1.1,6.7,5.7,0,8,4,10,1,0.48,10,3,10,0,1,46
2.8,6.3,1.5,1,4,3,3,5,0.48,4,1,7,0,0,51
2.9,6.7,6.1,0,3,1,3,3,0.47,9,4,2,0,1,30
2.4,8.6,9.6,1,8,0,19,1,1.0,4,3,8,1,0,48
2.7,5.1,9.9,1,1,3,20,3,0.83,2,5,6,0,0,66
5.3,5.1,7.8,0,9,4,25,4,0.29,8,2,2,0,2,94
1.3,4.9,1.8,0,9,0,3,4,0.47,2,1,4,0,0,20
3.3,6.1,8.6,0,7,1,20,1,0.1,4,5,3,0,0,47
4.8,6.9,9.7,0,1,1,18,1,0.55,2,5,4,0,0,63
2.7,4.7,9.4,1,6,5,11,4,0.41,5,3,6,0,0,57
5.2,7.5,2.6,1,9,4,15,5,0.4,6,1,3,0,1,90
4.0,5.5,1.7,1,2,1,5,3,0.74,5,2,4,0,0,56
5.2,5.5,7.4,0,1,5,7,2,0.92,6,1,6,0,1,85
3.0,6.7,6.2,1,9,2,21,4,0.79,9,0,7,0,1,70
0.4,5.1,4.6,0,10,2,22,2,0.81,3,1,3,0,0,55
1.9,7.8,1.9,0,9,0,24,4,0.76,3,2,9,1,0,62
2.6,7.9,5.9,0,6,3,7,1,0.78,7,1,9,0,1,53
5.4,4.1,4.9,1,4,1,29,4,0.78,8,1,10,0,2,98
0.4,4.8,6.9,1,5,4,17,5,0.24,3,0,9,0,0,43
3.9,4.7,9.9,1,2,4,26,3,0.94,6,3,2,0,1,93
1.0,5.1,3.5,1,9,3,20,2,0.5,3,1,5,0,0,59
2.5,7.0,2.0,1,6,1,17,3,0.36,8,3,5,0,1,54
2.7,8.3,2.9,1,10,1,8,1,0.23,4,2,7,0,0,38
0.1,7.5,7.7,0,7,2,15,1,0.48,7,1,6,0,1,29
1.5,4.7,4.7,0,9,3,11,4,0.69,1,5,2,0,0,50
3.6,6.8,2.7,1,1,2,21,4,0.26,2,3,4,0,0,72
1.7,6.3,9.8,1,1,4,6,4,0.3,5,1,1,0,0,33
5.7,8.0,9.5,0,4,0,16,5,0.87,10,5,2,0,1,68
2.5,5.2,4.3,0,7,1,27,3,0.97,2,5,9,0,0,77
3.1,6.9,2.2,1,5,2,0,4,0.39,5,5,2,0,0,40
5.6,8.8,7.8,1,4,2,4,2,0.91,6,2,4,1,1,65
3.9,8.3,6.7,1,5,0,16,2,0.89,9,1,4,0,1,59
0.4,5.6,4.0,1,8,3,14,2,0.57,2,1,10,0,0,45
3.4,6.0,7.0,0,10,2,27,4,0.71,7,5,6,0,1,79
2.0,6.4,2.9,0,4,3,16,5,0.52,4,4,4,0,0,62
4.2,8.7,2.4,0,1,3,4,5,0.1,5,4,2,0,0,54
4.9,7.6,6.0,1,6,3,12,3,0.58,1,0,4,0,0,74
1.1,4.9,5.1,1,2,2,19,1,0.13,10,3,5,0,2,41
4.0,8.6,5.3,1,3,0,28,1,0.22,6,3,2,0,1,67
3.6,4.2,9.5,1,2,0,18,4,0.15,5,5,1,0,0,39
3.9,4.1,6.8,1,9,1,23,1,0.63,4,5,7,0,0,70
3.2,7.1,6.4,0,9,1,5,3,0.12,10,1,3,0,1,28
2.7,6.7,3.5,1,1,1,8,3,0.53,5,0,2,0,0,43
2.6,8.4,4.5,0,5,4,17,1,0.2,9,5,8,0,1,65
3.7,4.1,5.1,0,10,4,20,3,0.24,2,5,3,0,0,78
1.4,8.7,8.1,1,1,1,2,1,0.26,2,1,2,0,0,9
2.5,5.0,8.1,1,4,0,1,2,0.38,2,4,8,0,0,12
